ID,MAE,Group
23,0.1198965385556221,train
37,0.11975430697202682,train
144,0.11966338008642197,train
122,0.11979947984218597,train
67,0.11973876506090164,train
277,0.11981112509965897,train
240,0.11988597363233566,train
125,0.11967917531728745,train
146,0.11965005844831467,train
290,0.11974435299634933,train
86,0.119539275765419,train
329,0.11954095214605331,train
167,0.11929421126842499,train
294,0.11908450722694397,train
163,0.11910097301006317,train
302,0.11923328787088394,train
165,0.11914031207561493,train
303,0.11912210285663605,train
172,0.11902983486652374,train
238,0.11898696422576904,train
129,0.11885970085859299,train
38,0.11886288225650787,train
11,0.11888211965560913,train
221,0.11884772777557373,train
181,0.11902597546577454,train
112,0.11886128038167953,train
220,0.11876057833433151,train
280,0.1187664046883583,train
117,0.11876478791236877,train
320,0.11884874850511551,train
334,0.11869082599878311,train
248,0.11873505264520645,train
314,0.11880989372730255,train
164,0.11871592700481415,train
225,0.11853592097759247,train
231,0.11846210807561874,train
154,0.11834733188152313,train
233,0.11818969994783401,train
2,0.11821644008159637,train
115,0.1182718351483345,train
328,0.11834650486707687,train
232,0.11835696548223495,train
120,0.1184103712439537,train
268,0.11834017932415009,train
195,0.11845278739929199,train
300,0.11843699961900711,train
127,0.11848077178001404,train
74,0.11850207298994064,train
281,0.118377186357975,train
29,0.11830410361289978,train
83,0.11828379333019257,train
288,0.1183515414595604,train
107,0.11817224323749542,train
286,0.11812566220760345,train
208,0.11810467392206192,train
133,0.11814365535974503,train
184,0.11813223361968994,train
323,0.11816496402025223,train
44,0.11816154420375824,train
319,0.11819961667060852,train
65,0.11825145781040192,train
291,0.11833503097295761,train
85,0.11836431920528412,train
186,0.11837544292211533,train
70,0.11846280843019485,train
159,0.11852298676967621,train
12,0.1185789406299591,train
35,0.11861555278301239,train
28,0.1185256838798523,train
170,0.11832834035158157,train
142,0.11827465146780014,train
253,0.11825009435415268,train
131,0.1182461827993393,train
222,0.11817481368780136,train
51,0.11817657947540283,train
95,0.11820189654827118,train
266,0.1181584820151329,train
178,0.11802976578474045,train
204,0.11804024875164032,train
123,0.11812702566385269,train
41,0.11817371845245361,train
89,0.118199922144413,train
271,0.11826477944850922,train
206,0.11833063513040543,train
136,0.11842183768749237,train
26,0.11832304298877716,train
340,0.11819729208946228,train
141,0.11818178743124008,train
289,0.11822307109832764,train
4,0.11832393705844879,train
0,0.11835558712482452,train
311,0.1184539869427681,train
297,0.118400439620018,train
315,0.11845789849758148,train
100,0.11846359074115753,train
226,0.11847733706235886,train
192,0.11846434324979782,train
298,0.1184191182255745,train
218,0.11836875975131989,train
213,0.11829932779073715,train
103,0.11829810589551926,train
171,0.1182914525270462,train
98,0.11834729462862015,train
36,0.11831733584403992,train
215,0.1183345690369606,train
61,0.11841320246458054,train
150,0.11842524260282516,train
246,0.11840227991342545,train
47,0.1182696595788002,train
32,0.11832462251186371,train
200,0.11825986206531525,train
309,0.11828555911779404,train
27,0.1182500496506691,train
310,0.1183154284954071,train
230,0.11831244826316833,train
260,0.11828264594078064,train
162,0.11815360188484192,train
296,0.11807403713464737,train
138,0.11806540936231613,train
62,0.11815569549798965,train
135,0.11816134303808212,train
128,0.11811478435993195,train
8,0.11804328113794327,train
64,0.11810622364282608,train
14,0.1181674599647522,train
156,0.11820138245820999,train
40,0.1180785521864891,train
318,0.11809245496988297,train
282,0.11813750118017197,train
216,0.1181497648358345,train
301,0.11821966618299484,train
236,0.1182919591665268,train
207,0.11823087185621262,train
212,0.11830084770917892,train
316,0.11829820275306702,train
251,0.11821788549423218,train
338,0.11824420094490051,train
317,0.11826787889003754,train
269,0.11819476634263992,train
201,0.1180582046508789,train
161,0.11811470985412598,train
43,0.1180996373295784,train
217,0.11804322898387909,train
190,0.11817711591720581,train
259,0.1181272342801094,train
105,0.1181153729557991,train
53,0.11800311505794525,train
1,0.11800824105739594,train
49,0.1179875060915947,train
80,0.1179579421877861,train
205,0.11802295595407486,train
34,0.1180015355348587,train
263,0.11810405552387238,train
91,0.11815313994884491,train
52,0.1181831881403923,train
264,0.11819539964199066,train
241,0.11823329329490662,train
13,0.11824216693639755,train
88,0.11819174140691757,train
273,0.11824164539575577,train
166,0.11822745203971863,train
341,0.11828634142875671,train
134,0.1183491125702858,train
306,0.11822716891765594,train
333,0.11819786578416824,train
243,0.11821664869785309,train
54,0.11812008172273636,train
50,0.11803565919399261,train
174,0.1181197315454483,train
189,0.11817842721939087,train
345,0.11822713911533356,train
187,0.11824767291545868,train
169,0.11812623590230942,train
58,0.11803745478391647,train
48,0.11798975616693497,train
235,0.11792862415313721,train
252,0.11797036975622177,train
21,0.11787742376327515,train
313,0.11795146018266678,train
160,0.11799390614032745,train
276,0.11801999062299728,train
191,0.11806821823120117,train
293,0.11810384690761566,train
257,0.11816699802875519,train
308,0.11815707385540009,train
149,0.11812205612659454,train
130,0.11806882917881012,train
151,0.11803727596998215,train
99,0.11799456924200058,train
87,0.11797986924648285,train
330,0.11802186816930771,train
214,0.11798025667667389,train
121,0.11803512275218964,train
346,0.11792098730802536,train
20,0.11790826916694641,train
188,0.11802852153778076,train
71,0.11808665841817856,train
106,0.11809875816106796,train
270,0.1181453987956047,train
102,0.11810354143381119,train
